y,x
62.389999,117.139999
18.070339,22.41783
11.5,29.379999
1.516599,3.099221
0.81,9.388236
1.29,15.780914
0.0012,3750.00171
13.605602,7.616014
1.03,6
1.05,9.502912
4.093724,8.785179
2.2,6.85
13.614455,19.445116
14.310679,14.546679
2.96,64.849998
3.78,11.1
7.071118,57.681355
11.104437,40.515301
5.83354,29.357452
2.917482,3.84579
1.69,21.799999
4.616719,6.204528
0.32,2.97
20.68,14.389798
211.940002,149.830002
67.824242,41.331715
0.03,0.3
56.921768,37.52705
1.043814,1.232449
11.053349,13.845867
194.90358,143.274948
26.59956,24.839869
43.080002,34.061035
0.14,0.16
23.41,21.069025
20.10705,28.654455
46.41,39.91
100.594658,82.662926
0.05,0.2251
1.77,10.17
0.58,1.4
48.521862,48.939865
16.9,10.55
41.450211,29.800577
9.047224,9.425656
9e-04,0.0045
16.969999,16.74
33.049904,29.471582
30.966999,19.709856
3.286558,5.649703
11.14,10.66
2.41,6.79
5.067313,14.317055
0.004,0.02
0.11,0.12
29.41,25.08
27.4,41.334656
8.49773,9.874122
90.923637,59.141289
8.16,8.88
3.95,3.61
243.639999,91.410004
30.57,43.02
2e-04,9e-04
8.39,10.26
99.568192,69.121056
17.43,12.22
5.25,5.43
14.31,27.59
9.02,5.8
0.4,1.67
0.65,0.33
2.17,2.767287
0.006,0.0076
33.450001,32.640141
15.93,17.264194
14.22306,25.625952
17.600674,17.019316
2.72,6.65
6e-04,0.0032
9.178688,11.25857
50.060001,62.400002
44.945686,45.359829
34.790001,54.169998
5e-04,0.0012
41.124252,44.503433
1.1505,1.013543
6.1,13.46767
0.4,0.57
13.92,6.52
6.23,7.61
4.2,1.8
16.764687,17.523773
1.97,3.771852
18.8967,16.671337
16.785038,20.648745
20.602772,28.659296
1e-04,0.213
64.339996,81.818352
6.65,15.21
0.0062,0.04
2.39,6.54
17.554728,15.49777
36.950001,35.57
59.045723,38.55146
5.21,3.052882
14.67311,12.436696
37.941998,45.963673
0.08,0.4
1.58,19.5
40.669998,49.939999
18.92,27.57
5.91,9.49
29.309999,32.98
31.77,32.200001
4.37,7.03
0.02,0.09
8e-04,0.0026
1.2,3.12
1e-04,8e-04
0.1,0.25
49.810001,53.279999
13.167402,22.826208
30.667536,26.796612
1.08,3.25
33.3461,34.635216
10.62,8.67
0.02,0.04
0.00047,0.002
13.42,13.36
16.178923,42.482956
8.130122,21.005646
18.07,12.88
22.42,19.17
17.371635,21.154623
1e-04,0.0051
80.711487,72.056885
26.524101,23.310743
68.570274,62.416061
19.77762,22.098562
60.310001,63.68
15.89,27.959999
25.139999,43.93
15.41,25.23
23.836622,23.154762
17.51,18.59
22.850983,25.950001
8.8,28.110001
0.041,0.005
0.05,0.125
113.290001,77.32383
21.99,21.690001
90.410004,70.209999
39.983959,31.283159
1.5,4.94
49.499252,16.422771
4.904172,15.145538
2.41,6
0.19,0.48
8.023019,6.058815
31.959999,32.599998
2.126448,1.637274
8.64,7.44
0.9,0.999
8e-04,0.0016
64.309998,43.75
14.6,13.295522
73.430206,52.846176
97.410004,70.519997
9.15,3.97
0.7,6.59
2.06,7.05
150.480362,168.472137
6.430909,10.003192
83.893112,83.903824
2.13,1.933031
14.05,8.698198
27.77,35.09
20.309999,19.469999
0.381522,0.173839
1e-04,0.003
0.3,0.35
20.860001,33.66
11.26,16.870001
4.33045,2.502072
66.400002,61.959999
1e-04,0.01
0.31,0.33
28.959999,21.73
10.761703,8.490299
29.338327,27.860394
7.28,24.74
28.879999,35.799999
0.59,1.76
12.344778,11.535954
9.416199,11.733012
10.21,29.969999
9.03,20.879999
95.790001,72.360001
0.015,0.00905
5,4.35295
10.47,14.08
12.7,16.049999
0.1,0.06
10.375199,8.973872
90.75,75.82
0.032,0.4
4.2,3.03
2.1,2.4
18.99,20.129999
4.34,4.828477
4.01,7.89
1e-04,0.0015
1.06,4.4
8.8,10.54
41.029999,26.389999
5.58,3.2
24.299999,17.49
14.49,26.360001
1.17,3.432487
43.189999,49.169998
38.060001,46.02
0.02,0.46
6.08,1.2
26.433947,18.398827
5.17,4
91.650002,31.129999
0.0045,0.0415
81.790001,58.200001
14.45,11.26
1.05,1.7
43.330002,32.34
0.019,1.5
31.59,25.129999
0.09,0.17
3.673957,2.342334
6.19,9.12
2.24,3.3
9e-04,0.0054
7.34,12.72
43.009998,26.18
13.85,9.19
10.53,27.726473
26,30.74
1.38,5.84
110.970879,78.28772
0.18,0.3
3.76,8.51
15.81,13.96
63.05262,46.342632
52.02,36.060001
6.55643,7.107561
64.129997,34.43
2.35,11.77
0.072,0.33
3.87,5.31
0.004,0.21
175.020004,140.619995
7.11,3.33
13.35,11.05
1.55,4.16
24.509693,27.181488
5.84,3.88
21.940001,14.950652
3.7,6.14
15.63,18.77
0.76,4.3
58.943573,46.325146
8.22,2
40.622631,39.125385
4.79,4.2
27.459999,24.040001
63.09,37.459999
17.43,26.440001
19.208473,20.715244
29.809999,25.67
2.2,3.75
4.31,7.63
22.33,22.48
72.599998,55.27
7.75,9.72
0.28,0.3
79.410004,58.080002
75.019997,74.541206
3.19,8.01
1.7,0.155826
1.88,8.28
2.36,4.16
6,10.75
54.18,55.330002
60.599998,63.189999
87.419998,33.689999
53.75,90.639999
31.860001,34.959999
48.919998,71.330002
9.94,12.57
7e-04,0.1521
0.15,0.67
1.92,3.94
1.84,4.72
0.0527,0.09
0.0225,0.0366
0.122,1.04
74.669998,89.860001
0.01,0.21
3.75,3.42
0.02075,0.0261
57.526211,45.000973
40.240002,46.400002
4.71,6.04
91.328148,65.952484
67.779877,35.001019
21.530001,29.92
32.584282,26.622063
19.98,11.94
9.73,11.97
0.03,0.03
1.6,1.5
80.089996,62.549999
3.5,0.035
57.240002,48.91
40.135845,24.897713
0.02,0.46
0.68,0.63
116.111778,89.820702
0.03,0.02
47.837784,13.965749
0.00032,0.2
2.82,6.77
0.05,0.1105
15.449965,23.02796
113.839996,111.440002
112.992416,63.628647
31.457632,26.665783
61.759998,40.66
9.15,3.97
0.042,0.059
40.990002,56.130001
39.34243,28.000933
86.99295,57.56461
1.97,5.84
6.34,10.15
5.991,5.38
0.13,0.13
50.85305,39.282928
1.4,1.3
22.25,44.34
72.800003,86.879997
0.13,0.2
8.97,10.89
26.922695,20.88357
1.19,10.1
0.53,0.25
2.02,1.19
11.71,7.737885
4.03,5.8
7.514237,5.282003
28.025282,21.753843
0.001,26064.97266
0.37,0.3
7.72,15.06
0.1,1
3.74,2.98
0.03,0.07
33.130001,49.049999
0.00295,0.0105
0.18,0.23
1e-04,0.0128
18.556229,21.578899
0.0018,0.02
4.92,13.05
0.0239,0.03
0.08,0.08
20.959999,32.529999
4.19,7.05
7.78,15.359993
13.27,23.790001
3.02,3.97
8.67,10.94
2.1,1.97
0.48,0.92
1.185946,1.341345
6.91,8.18
1.62,2.54
18.75,21.66
17.889999,16.790001
11.150267,9.484986
0.06,0.22
6.917594,10.730302
12.556348,33.432644
4.21,52.499996
39.700001,52.939999
0.21,0.04
0.4,0.47
0.07,0.1
18.107368,15.857892
4.47,5.16
0.04,0.03
2.32,1.8
9.3,12.31
4.31,4.64
0.01,0.02
2.85,7.46
82.968536,71.586159
4.81,5.44
10.19,12.21
2.86,1.7
6.63,7.093288
7.7,13.03
35.27,72.690002
6.29,10.54
65.619781,63.320827
47.540001,34.77
5.69,6.983767
8.8,5.3
7.49,11.49
2.31,3.883097
5.63,9.11
53.119118,73.87294
2,3.02
0.12,1.46
2.644991,3.537355
0.31,0.34
6.69,6.52
21.889999,21.610001
8.69,17.950001
2.45,4.62
3.15,19.120001
13.683304,28.984482
0.05,0.03
0.97,9.24
0.04,0.09
10.116231,6.940642
71.400002,57.959999
26.049999,134.940002
12.85,13.2
0.7,2.45
3.2592,3.059932
1.34,2.67
3e-04,0.004
1.19,3.1
0.08,0.76
8e-04,0.0087
11.28,9.2
18.76,13.15
0.82,2.37
5.109718,6.246241
6.204757,10.855469
37.372185,44.154732
4.48,3.49
0.0386,0.025
12.15,13.33
15.149631,12.999384
43.040001,45.200001
6.829167,6.70128
0.05,0.15
1.79,11.07
7.53,10.48
0.24,0.59
24.860001,11.34
4.44,13.99
11.65,5.25
3.76,1.8
7.93502,9.368957
1.05,3.31
13.69,59.799999
0.22,0.48
9.123962,8.848557
4.09,67
7.5,10
1.829998,8.609991
1.25,3.44
24.273787,34.541885
0.42,1.22
23.938385,49.907135
25.07,40.200001
0.002,0.008
46.858536,86.485229
23.860001,16.295675
8.92,6.83
27.139688,30.192152
1e-04,2e-04
39.648464,31.517878
100.452904,68.180489
0.3,1.5
8.39,19.559999
18.48,10.21
21.190001,28.610001
14.034605,14.573483
2.58,18.84
13.64,10.42
8.88,8.46
51.490002,43.91
12.1,14.210789
1.1,1.57
1e-04,0.2
23.51,26.02
1.52,1.91
27.01,17.09
0.37,8.6
9.95,6.59
1e-04,1e-04
61.459999,39.284409
107.940002,102.300003
17.873005,21.746708
8.17,12.62
3.4,38.799999
0.005,0.023
3.62,1.98
6.1,3.75
19.46925,24.782183
1.62,11.218878
14.61,8.08
29.92,26.6
24.559639,36.911411
12.439396,14.344948
0.11,0.61
5.03,9.62
0.1,3.6
2.4,5.77
247.836578,137.310333
37.959999,19.25
0.27,0.719362
13.473985,12.385869
0.25,0.9
17.716824,24.851118
2.6,2.35
0.05,0.1
0.743529,0.840023
0.0085,0.03
20.358042,20.798683
1.73,2.95
17.880112,18.323696
2.35,3.01
1.95,2.21
47.732212,42.258255
3.49,1.3
37.259884,48.784344
25.760862,22.985729
9e-04,0.008
3.39,2.5
6.55,4.8
0.32,0.24
0.16,0.3
5.68,8.01
2.93,5.75
47.66,47.580002
11.59,15.77
0.06,0.14
5.28,15.13
34.140156,37.27137
1.68,2.01
0.62,0.45
0.12,0.18
1e-04,8e-04
5.356822,7.292639
1.46,3.13
0.025,0.11
3.73,4.66
1.54,3.41
0.4,0.7
3.64,2.95
25.549999,15.18
1.16,4.07
1.86,4.68
3.45,7.920016
6.18,23
2.166324,5.290768
61.099998,66.349998
26.809999,22.780001
47.66251,19.535658
0.03,0.04
21.77,27.74
57.110001,61.274879
1.47,8.04
10.07,8.38
138.009995,125.129997
3.05,5.939994
58.599998,51.580002
39.448883,57.002304
26.52,24.299999
0.1,0.56
46.869999,42.810001
0.05,0.15
34.23,28.709999
0.21,0.16
11.91,14.973747
1.2,4.8
58.110001,48.299999
0.11,0.48
0.03,0.03
0.29,1.2
55.93,61.060001
0.0577,0.05
703.530029,584.669983
0.13,0.05
13.87,13.11
165.149994,186.809998
7.48,17.540001
26.959999,48.700001
10.36,18.870001
3.1,5.17
4.68,4.17
6.48,15.64
0.33,0.63
0.265,2.01
114.279999,67.290001
0.035,0.1999
0.64,1.32007
692.099976,575.282593
3.25,6.62
56.299999,67.147964
0.13,2.5
0.23,5.69943
1.49,3.06
189.25,171.470001
1.5,4.37
17.328268,18.457401
0.1,0.08
5.33,2.72
0.0148,0.1425
1e-04,0.002
0.5,0.35
1e-04,2e-04
3.68,10.71
11.65,24.25
3.2,32.560001
1e-04,2e-04
4.24,8.89
37.860001,57.689999
5.03,9.299946
0.0026,0.0045
1e-04,0.001
0.13,0.47
3.08,2.56
8.1,8.82
9e-04,0.003
1.13,2.22964
8.02,19.35
64.300003,108.660004
24.360001,12.24
86.459999,48.810001
18.18,28.870001
37.560001,35.130001
21.85,35.639999
30.360001,76.68
33.869999,75.5
4e-04,6e-04
3.99,2.236009
0.06,0.21
0.025,0.03
0.07,0.34
0.002,0.003
0.16,0.26
0.0015,0.0065
5.23,5.872688
1.1,2.184773
1.58,5.67
0.4,6.4
0.3,0.375
6.51,11.94
6.63,9.6
42.709999,35.48
8e-04,0.002
5.17,9.56349
385.877686,186.551041
0.69,1.15
2.45,3.22
0.03,0.03
36.880001,27.379999
9.82,11.43
62.849926,48.752342
3.4,3.98
192.52774,75.763908
0.043,0.239
3.55,5.51
0.14,0.03
1.79,3.34
0.24,0.16
51.869999,49.77
0.14,0.3
0.84,2.71
5.1,5.69
210.289993,138.169998
0.4,6.4
0.00074,0.0055
4,17.610001
0.0155,0.024
0.18,0.95
15.8,11.08
4.3,3.99
2.85,0.14
39.630001,21.89587
20.040001,25.98
75.760002,35.869999
0.001,0.0075
2.45,5.3
2.2,5
4.7,6.4
2e-04,0.3
0.03,0.06
5.06,7.529639
4.200008,9.563387
1e-04,0.3
4.31,7.63
15.64,23.959999
0.01,0.05
37.919998,22.24
0.03,0.03
1.7,2.35
0.02,0.11
2.49,3.21
0.16,0.31
12.966095,21.969482
1.64,6.45
28.197952,22.94981
0.035,0.121
10.73,9.42
4.76,24.299999
3.39,4.44
17.51,19.75
37.389999,19.139999
0.0018,0.0012
22.392977,23.66156
0.97,1.97
0.06,0.11
11.3,13.9
0.06,4.95
122.639999,83.849998
0.01,0.0131
29.9,38.769501
24.85,25.27
0.11,0.33
3e-04,0.45
21.15,25.48
12.02,13.42
9.3,12.56
1.08,1.51
11.8,11.07
4.15,4.35
18.398514,20.182014
11.326781,12.574359
43.200001,43.290001
6.08,12.06
1.51,1.82
7.53,8.2
38.48,30.360001
0.48,0.7
76.869179,44.664146
43.868607,46.716061
4.2,6
1e-04,0.025
0.07607,0.0172
7e-04,0.1422
36.388287,25.568832
0.12,0.21
30.75,47.939999
43.03545,38.001682
91.779999,66.169998
40.044277,43.833828
14.98,7.99
3.88,3.11
1.32,1.76
0.03,0.06
3.16,4.25
39.871063,33.915207
33.830002,49.119999
0.06,0.03
30.828428,33.626411
41.967968,55.512035
1.07,2.5
27.740257,27.530287
18.76,14.46
43.099998,40.549999
0.31,0.193103
40.90403,38.537117
1.79,2.024343
1.24,1.37
0.07,0.09
3.75,13.98
42.908726,29.966667
14.052653,14.79563
43.550373,64.7015
1.49,0.67
3.13,1.75
4.68,12.75
0.73,0.48
0.0012,0.0026
5.860938,6.844982
31.940001,24.040001
15.53,9.88
1.84,2.8
1.460812,1.701003
6e-04,0.0065
0.91,1.15
0.01,0.27
99.050003,97.169998
0.19,0.19
10.05,10.26
0.55,3.74
24.360001,36.950001
0.0151,0.061
13.42,16.459999
2.39,0.9
0.0031,0.011
3.23,7.20144
0.26,0.25
30.175579,27.620392
0.12,0.17
0.02,0.015
79.68,67.029999
1.99,2.88
0.02,0.06
3e-04,0.002
6.5,8.89
0.3,1.84
0.44,1.32
37.626289,27.794737
3.8,10.27
20.47279,17.463049
0.034,0.0429
16.389999,11.6
0.51,2.14337
5.14,4.19
3.49,3.986428
154.932724,70.031624
38.599998,49.66
10.450642,9.952601
0.08,0.13
8.99,8.32
4.17,5.96
32.029999,14.68
20.129999,15.46
32.553242,28.876566
13.433386,13.757105
2.22,3.26
32.98,22.48
35.402668,31.298048
47.959999,34.860001
0.41,0.85
9.53,4.16
78.339996,66.18
8.82,9.14
0.01,0.02
0.02,0.65
5.844923,7.940836
62.315964,45.082443
12.33319,14.837728
5.75,11.18
56.267132,50.754059
6.42,10.81
3.19,2.14
42.197067,44.117325
18.790001,28.959999
10.61,8.49
5.84,6.66478
4.565,3.166296
8.05,11.3
3.81,3.89
6.13,22.690001
9.486049,13.679536
17.98,10.07
1.35,1.19
0.21,0.58
8.18,8.552746
32.68,26.76
0.41,3.14
3.14,14.8
1.84,7.57
49.958942,56.271255
0.97,5.17
0.64,1.15
4.05,4.22
23.860001,26.15
2.05,1.72
9.45,8
48.740002,49.25
63.012108,45.750702
0.02,0.05
0.14,22.6
2.850001,43.350025
26.23,19.541304
5e-04,0.0052
45.834812,44.438763
1.93,2.38
13.93,9.27
0.95,1.869
15.12,31.26
27.17,14.77
38.790001,22.74
0.04,0.16
0.16,0.19
48.48,71.059998
14.4,27.700001
8.143662,6.249377
10.25,12.015712
6.85,10.86
20.379999,30.17
5.35,8.25
46.278316,44.343811
0.01,0.06
103.986374,71.508545
5.66,14.1
50.460186,45.6092
68.14576,41.094826
57.653568,48.631046
46.923527,17.935331
1.24,2.95
2.26,4
6.43,4.58
1e-04,3e-04
23.93,70.599998
15.49,40.98
0.35,0.17
7.74,12.83
5.69,9.05
4.06,37.400002
5.353735,5.650091
1.61,2.15
50.810001,31.18
5.97,12.23
23.88777,21.603956
10.76,8
11.131654,9.940239
2.1,3.19
18.110001,23.761293
0.001,0.0083
10.789386,10.209306
24.440001,49.950001
22.57,31.98
1.99,8.55
14.47,13.75
1.96,1.37
1.48,2.33
80,68.800003
72.701706,54.437218
12.17,14.26
83.783424,65.615036
20.790001,18.25
10.94,12.01
4.88,2.2
14.44488,25.025581
8.91,8.6
0.68,8.75
3.55,3.807594
0.51,0.44
0.29,1.608495
54.080002,38.82
19.6343,19.072912
30.452312,21.020552
22.969999,22.18
1.906211,2.13384
67.800003,32.099998
16.559999,37.259998
5.75,9.1
13.76,32.950001
1.17,1.29
12.08,14.3
1.88,10.2
6.840986,6.320579
19.51,18.610001
0.12,0.04
9.31,7.77
54.139999,56.380001
0.05,0.07
0.34,0.06
10.230117,13.667652
498.808136,264.448853
1e-04,1e-04
0.1614,0.09
24.709999,15.29
0.05,0.07
0.01,0.04
54.642799,34.915451
0.07,0.08
2.11,2.8
5.17,7.548309
8.5,8.13
1.3,1.800001
5.22,6.41
0.19,0.16
1.2,1.03
0.14,0.21
0.005,0.005
0.04,0.38
21.209162,21.103777
27.202948,30.596138
76.110458,49.477261
3.7,3.15
13.99,21.219999
4.49,2.84
37.580002,38.799999
1.94,1.19
1.86,5.5
0.335,0.105
0.04,0.05
37.110001,38.080002
0.899,1.3
8.47754,14.281624
9.241873,5.919763
166.710007,91.209999
0.21,0.05
4.27,2.11
0.03,0.02
0.12,0.04
0.01,0.16
57.220001,96.809998
0.06,0.24
17.85,12.887172
1.7,1.8
42.217484,31.009348
77.416023,55.741795
46.783325,40.753521
6.57,12.09
28.461683,31.068815
34.702839,27.778435
22.85,19.65
26.868546,19.049608
14.68,13.97
4.828211,4.935864
0.03,0.05
1.49,28
6.29,15.12
39.060001,14.839264
0.00455,0.015
54.658546,43.677612
44.990002,46.851002
1.24,1.2
14.26,15.14
7.211096,6.51921
47.080002,31.209999
28.070835,23.100277
16.42,14.501591
43.42836,58.870033
0.1,0.06
9.48,14.890186
2.3,15.2
60.458672,43.481499
14.81,21.66
57.006512,45.056782
0.03,0.1
0.2953,0.1
1e-04,0.134
1.84,5.3
19.681999,12.782166
55.270065,45.929222
0.35,1.8
37.93,27.970898
8.28,16.627056
0.12,0.28
4.52,7.81
4.664537,7.539019
1.29,0.41
13.39,53.82
0.02,0.2
3.62,3.8
20.92,25.940001
4.53,8.53
13.45658,17.41147
0.06,0.14
29.496084,24.885513
1.75,2.100001
41.163006,36.278545
31.862146,33.970085
5.15,5.2
0.03,0.01
10.55,27.861504
9.15,13.544344
38.66,44.947578
0.00079,0.0027
0.12,0.15
39.27,40.799999
3.88,8.269464
1.1,241.199905
64.892403,39.653053
0.01,0.12
160.965698,117.268883
0.9,0.2
81.325714,69.952454
121.416382,106.35112
113.290001,77.32383
21.99,21.690001
90.410004,70.209999
39.983959,31.283159
1.5,4.94
49.499252,16.422771
4.904172,15.145538
2.41,6
0.19,0.48
8.023019,6.058815
31.959999,32.599998
2.126448,1.637274
8.64,7.44
0.9,0.999
8e-04,0.0016
64.309998,43.75
14.6,13.295522
73.430206,52.846176
97.410004,70.519997
9.15,3.97
0.7,6.59
2.06,7.05
150.480362,168.472137
6.430909,10.003192
83.893112,83.903824
2.13,1.933031
14.05,8.698198
27.77,35.09
20.309999,19.469999
0.381522,0.173839
1e-04,0.003
0.3,0.35
20.860001,33.66
11.26,16.870001
4.33045,2.502072
66.400002,61.959999
1e-04,0.01
0.31,0.33
28.959999,21.73
10.761703,8.490299
29.338327,27.860394
7.28,24.74
28.879999,35.799999
0.59,1.76
12.344778,11.535954
9.416199,11.733012
10.21,29.969999
0.21,0.14
0.15,0.42
11.751052,7.402349
64.082375,47.10257
3.18,4.116708
44.42757,30.766357
19.323999,12.485246
29.807564,24.813366
37.128071,37.231438
3.99,2
6.51,12.903892
48.109802,31.125637
0.32,0.53
59.403625,43.855244
36.034573,33.522045
6.22,28.799988
14.336361,9.609641
7.704266,5.234076
2.89,3.14
56.206284,37.255505
0.08,0.17
26.350199,14.524055
21.952511,15.957593
62.524506,48.248772
14.957832,35.117001
0.38,0.7
33.188091,27.542353
35.208572,27.557131
0.07,0.1
46.167122,37.419128
0.001,0.0045
0.02,0.04
113.242775,98.434196
10.495531,12.377856
6.673655,11.63707
5.183717,10.837506
0.08,0.03
45.016388,31.844601
42.310108,31.017408
52.256817,39.297508
55.704433,35.2729
39.408859,28.166689
53.121452,37.473995
69.511505,51.375298
2.48,3.838477
62.590248,57.124386
14.75,23.809999
18.914637,22.635393
45.544289,28.968565
8.98,13.662079
79.755974,52.829681
77.202171,65.843254
98.293556,71.998322
84.924301,67.45713
77.167824,54.670818
46.942543,37.550476
7.55,9.72
17.51,12.62
80.482941,74.142593
0.7,0.7
34.532707,31.564224
43.284039,29.86512
0.0163,24.25
30.115675,24.718805
32.459328,23.034882
0.001,1e-04
24.969999,36.719986
0.011,0.029
80.835953,54.127754
46.600388,34.979755
25.93,18.4
0.42,0.34
32.14941,35.893929
43.695873,28.211605
27.34,9.8
63.421658,44.460102
80.415924,53.181866
43.799126,32.277061
0.19,0.2
37.343742,32.144711
0.09,0.19
75.060852,49.434971
53.062057,40.910954
0.12,0.37
0.44,0.487574
12.369021,14.494605
33.710079,23.535408
0.01,0.04
64.782661,43.435249
0.006,0.0175
44.412418,29.731508
12.86,16.691269
45.810837,37.874668
80.866119,50.272411
23.727224,22.946301
0.3,0.4
65.849098,45.276535
0.02,0.53
3.47,11.72
26.71693,20.180984
38.261044,26.641949
64.35643,43.30225
46.813538,59.437145
59.780621,34.996078
24.072849,17.777786
31.343769,27.703018
2.01,18.671328
78.229279,49.647343
32.547726,37.104691
6.75,2.589846
21.647137,13.868011
69.741394,39.667625
43.588604,31.573149
84.119568,46.946888
35.447884,24.800488
33.684227,20.718765
5.87,8.33
34.744408,22.777807
8.96,10.416639
55.877586,31.821007
12.975995,11.11085
43.15601,19.770437
4.71,6.77
39.181633,25.71987
31.874388,19.706841
0.175,0.375
0.0011,0.0069
0.02,0.04
0.13,0.23
0.03,0.02
0.11,0.16
0.4,0.23
0.48,0.372438
1.23,1.54
0.09,0.04
0.19,0.65
0.77,0.28
0.19,0.03
0.06,0.03
0.21,0.59994
0.65,1.15
0.65,0.7
1.63,1.5
0.26,0.15
0.5,0.06
0.07,0.09
0.25,0.18
0.05,0.07
0.02,0.25
0.47,0.32
0.042,0.066
0.48,0.26
0.03,0.04
0.1,1.76
0.035,0.12
0.1,0.14
0.07,0.085
0.14,1.25
0.02,0.01
7e-04,0.003
0.07,0.25
0.06,0.07
0.08,0.085
0.27,0.24
0.17,0.18
0.03,0.3
6.64,24.497541
0.04,0.09
0.002,0.05
13.07,60.015503
0.24,0.44
0.05,0.07
0.06,0.04
0.05,0.07
0.31,18.26
6.158843,9.79723
0.4,0.32
0.28,0.25
0.73,1.4
0.05,0.1
0.22,0.23
0.025,0.015
6.37,15.61
0.0191,0.004
0.03,0.03
0.215,0.045
0.07,0.04
1e-04,0.0015
0.06,0.11
0.02,0.07
0.54,0.3
0.23,0.17
1.01,1.36
0.06,0.16
0.06,0.07
0.11,0.08
0.06,0.149999
0.04,0.07
6.69,20.788952
71.523926,104.0951
24.940001,29.699919
2.03,3.19
0.041,0.498
0.001,0.002
3.99,8.16
6.14,7.25
0.001,0.013
29.35,16.77
0.09,0.1
0.32,0.17
72.279999,48.880001
10.97,9.44
0.87,1.26
30.182728,36.939312
35.346703,20.420382
0.83,2.05
42.598034,41.622784
y,x
117.356003,91.705261
89.885101,84.027763
14.88,12.575594
0.03,0.1
24.336746,46.786064
1.39,1.861364
7.143864,13.503073
68.789505,57.670948
0.1,0.28
1.29,14.81
2.25,1.2
106.205574,107.949745
0.003,0.0063
15.504177,31.335814
20.225002,34.178303
2.56,21.700001
0.02,0.17
78.620003,66.702965
105.153748,122.554199
26.748219,43.095646
73.302979,48.303684
0.16,0.35
31.767351,48.001106
8.06,11.44
7.59,18.799999
82.849998,74.037193
0.42,0.53
29.309999,37.727272
25.625469,16.365976
148.481903,125.124763
1e-04,0.05
112.852943,101.559975
63.869999,49.506977
3.71,11.61
10.933058,10.621366
63.419998,55.802067
0.0012,0.01
24.780001,25.037449
4,4.019996
3.7,11.549999
64.769585,74.746361
47.377766,63.200195
11.401827,14.924406
0.53,7.650383
15.335963,24.362387
0.01,0.07
11.58,38.509998
36.283287,66.776329
65.213898,57.639786
0.79,0.43
115.831924,121.281754
1.75,1.51
53.200371,47.19965
11.43,12.02
1.845412,6.188198
0.18,0.45
0.055,0.055
0.01,0.02
0.14,0.24
0.13,0.23
0.53,2.75
0.165,0.75
0.16,0.4
0.17,0.4
12.96,35.759361
0.16,0.21
0.14,0.47
0.05,0.08
4.26402,3.718347
3.277299,3.415385
25.93998,32.074322
1.19,0.84
0.12,0.07
0.07,0.05
0.1,0.14
58.030918,36.471325
75.8377,39.828243
3.33,2.49
0.11,0.06
0.37,0.285
1.99,1.53
0.12,0.06
0.02,0.05
0.04,0.12
0.095,0.07
21.91,17.190001
5.7,2.65
4.36,2.42
0.045,0.3
0.94,1.08
0.88,0.9
0.09,0.4
0.92,0.3
0.15,0.2
0.23,0.13
0.36,0.06
0.32,0.045
0.38,0.22
0.04,0.02
4.09,2.82
0.52,0.27
0.4,0.25
0.085,0.04
0.025,0.13
0.69,0.4
28.47871,19.225843
21.836006,17.643982
0.35,0.4
0.0025,0.0226
0.16,0.1
0.09,0.04
0.1,0.1
0.1,0.09
0.25,0.4
3.15,2.43
7.659313,5.369883
0.02,0.01
5.25,3.7
0.02,0.01
0.08,0.2
0.019,0.0106
0.38,1.58
0.05,0.02
10.25,10
0.37,0.22
0.15,0.08
1.32,1.3
1.16,0.87
8.3,2.520337
3.93,5.17
2.12,1.84
0.17,1.56
0.03,0.03
0.4,0.6
0.02,0.07
5.35,8.054433
4.09,7.386971
0.36,0.2
0.14,0.1
0.04,0.03
25.370001,8.6
0.4,0.29
0.32,0.36
0.05,0.04
1.78,0.84
1.36,0.77
2.91,3.329967
100.36647,60.069904
0.03,0.01
0.14,0.24
0.32,0.41
0.44,0.14
1.17,1.4
0.33,0.15
5.614587,4.964454
1.5,0.71
0.03,0.16
0.14,0.03
0.04,0.02
23.301706,28.582071
17.858234,26.224277
0.026,0.0061
0.005,0.004
1.03,0.59
0.78,0.54
0.6,0.4
0.33,0.18
0.398073,0.621437
0.22,0.09
0.175,0.073
0.04,0.04
8.4,3.12
4.522099,2.998241
0.25,0.3
0.04,0.03
0.07,0.120002
0.05,0.07
0.25,0.4
6.74,4.03
5.17,3.69
0.405,0.115
0.88,0.21
1.57,0.8
0.75,0.21
0.14,0.45
0.13,0.2
0.09,0.2
1.79,1.2
5.17,3.99
0.39,0.19
0.01,0.03
0.02,0.02
0.27,0.12
0.24,0.095
0.0035,0.009
0.25,0.99
0.19,0.19
0.38,0.3
0.09,0.04
0.03,0.08
0.49,0.55
0.28,0.175
0.03,0.01
0.1,0.13
1.07,0.74
0.12,0.09
0.42,0.43
0.31,0.4
0.54,0.105
0.32,0.09
0.14,0.22
0.27,0.86
6.78,6.71
5.2,6.14
0.36,0.3
43.972748,24.673742
1e-04,2.06
0.03,0.04
6.96,3.76
0.075,0.25
0.29,0.12
0.095,0.85
0.1,0.24
4.72,3.003563
0.125,0.16
0.07,0.08
0.03,0.02
0.3,0.25
0.23,0.06
0.17,0.225
0.1875,0.14
6e-04,0.0017
4.72,6.300005
0.74,1.4
0.01,0.01
0.015,0.025
0.31,0.18
4.96,2.94
2.97,8.35
0.08,0.1
0.12,0.11
0.0017,0.0045
86.1,64.65238
0.03,0.1
